Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Year,Location_code,US_State,Abbreviation
20001218X45444,Accident,SEA87LA080,1948-10-24,"MOOSE CREEK, ID",United States,Fatal(2),Destroyed,STINSON,108-3,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Probable Cause,1948,ID,Idaho,ID
20001218X45447,Accident,LAX94LA336,1962-07-19,"BRIDGEPORT, CA",United States,Fatal(4),Destroyed,PIPER,PA24-180,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UNK,Probable Cause,1962,CA,California,CA
20061025X01555,Accident,NYC07LA005,1974-08-30,"Saltville, VA",United States,Fatal(3),Destroyed,CESSNA,172M,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,5.0,IMC,Probable Cause,1974,VA,Virginia,VA
20001218X45448,Accident,LAX96LA321,1977-06-19,"EUREKA, CA",United States,Fatal(2),Destroyed,ROCKWELL,112,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,1977,CA,California,CA
20041105X01764,Accident,CHI79FA064,1979-08-02,"Canton, OH",United States,Fatal(1),Destroyed,CESSNA,501,No,1.0,Reciprocating,Personal,1.0,2.0,0.0,0.0,VMC,Probable Cause,1979,OH,Ohio,OH
20170710X52551,Accident,NYC79AA106,1979-09-17,"BOSTON, MA",United States,Non-Fatal,Substantial,MCDONNELL DOUGLAS,DC9,No,2.0,Turbo Fan,Personal,1.0,0.0,1.0,44.0,VMC,Probable Cause,1979,MA,Massachusetts,MA
20001218X45446,Accident,CHI81LA106,1981-08-01,"COTTON, MN",United States,Fatal(4),Destroyed,CESSNA,180,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Probable Cause,1981,MN,Minnesota,MN
20020909X01562,Accident,SEA82DA022,1982-01-01,"PULLMAN, WA",United States,Non-Fatal,Substantial,CESSNA,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,WA,Washington,WA
20020909X01561,Accident,NYC82DA015,1982-01-01,"EAST HANOVER, NJ",United States,Non-Fatal,Substantial,CESSNA,401B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,Probable Cause,1982,NJ,New Jersey,NJ
20020909X01560,Accident,MIA82DA029,1982-01-01,"JACKSONVILLE, FL",United States,Non-Fatal,Substantial,NORTH AMERICAN,NAVION L-17B,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,IMC,Probable Cause,1982,FL,Florida,FL
20020909X01559,Accident,FTW82DA034,1982-01-01,"HOBBS, NM",United States,Non-Fatal,Substantial,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,NM,New Mexico,NM
20020909X01558,Accident,ATL82DKJ10,1982-01-01,"TUSKEGEE, AL",United States,Non-Fatal,Substantial,BEECH,V35B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,AL,Alabama,AL
20020917X02148,Accident,FTW82FRJ07,1982-01-02,"HOMER, LA",United States,Non-Fatal,Destroyed,BELLANCA,17-30A,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,Probable Cause,1982,LA,Louisiana,LA
20020917X02134,Accident,FTW82FRA14,1982-01-02,"HEARNE, TX",United States,Fatal(1),Destroyed,CESSNA,R172K,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1982,TX,Texas,TX
20020917X02119,Accident,FTW82FPJ10,1982-01-02,"CHICKASHA, OK",United States,Fatal(1),Destroyed,NAVION,A,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1982,OK,Oklahoma,OK
20020917X02117,Accident,FTW82FPG08,1982-01-02,"LITTLE ROCK, AR",United States,Fatal(2),Destroyed,BEECH,19,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,1982,AR,Arkansas,AR
20020917X01962,Accident,DEN82DTM08,1982-01-02,"MIDWAY, UT",United States,Non-Fatal,Destroyed,ENSTROM,280C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Probable Cause,1982,UT,Utah,UT
20020917X01656,Accident,ANC82FAG14,1982-01-02,"SKWENTA, AK",United States,Fatal(3),Destroyed,CESSNA,180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Probable Cause,1982,AK,Alaska,AK
20020917X02481,Accident,NYC82DA016,1982-01-02,"GALETON, PA",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,PA,Pennsylvania,PA
20020917X02339,Accident,MIA82DA028,1982-01-02,"MIAMI, FL",United States,Non-Fatal,Substantial,SMITH,WCS-222 (BELL 47G),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,FL,Florida,FL
20020917X01894,Accident,CHI82FEC08,1982-01-02,"YPSILANTI, MI",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,MI,Michigan,MI
20020917X01776,Accident,CHI82DA020,1982-01-02,"CHARLOTTE, MI",United States,Non-Fatal,Substantial,CESSNA,150L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,MI,Michigan,MI
20020917X01657,Accident,ATL82DA027,1982-01-02,"CHAMBLEE, GA",United States,Non-Fatal,Substantial,BELL,206L-1,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,GA,Georgia,GA
20020917X02333,Incident,LAX82IA034,1982-01-03,"VAN NUYS, CA",United States,Incident,Minor,PIPER,PA-24-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,CA,California,CA
20020917X02255,Accident,LAX82FA040,1982-01-03,"10 NM W LEE VIN, CA",United States,Fatal(2),Destroyed,GRUMMAN,AA-5B,No,1.0,Reciprocating,Personal,2.0,1.0,0.0,0.0,IMC,Probable Cause,1982,CA,California,CA
20020917X01905,Accident,DCA82AA008,1982-01-03,"ASHLAND, VA",United States,Fatal(8),Destroyed,CESSNA,414A,No,2.0,Reciprocating,Business,8.0,0.0,0.0,0.0,IMC,Probable Cause,1982,VA,Virginia,VA
20020917X01720,Accident,ATL82FA033,1982-01-03,"PINEHURST, NC",United States,Fatal(1),Destroyed,BEECHCRAFT,BE-58,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1982,NC,North Carolina,NC
20020917X02483,Accident,NYC82DA018,1982-01-03,"WHITE PLAINS, NY",United States,Non-Fatal,Substantial,MAULE,M-5-235C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,NY,New York,NY
20020917X02340,Accident,MIA82DA030,1982-01-03,"COCOA, FL",United States,Non-Fatal,Substantial,CESSNA,210L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Probable Cause,1982,FL,Florida,FL
20020917X02155,Accident,LAX82DA035,1982-01-03,"SAN CLEMENTINE, CA",United States,Non-Fatal,Substantial,BELLANCA,7GCBC,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Probable Cause,1982,CA,California,CA
20020917X01992,Accident,FTW82DA036,1982-01-03,"FORT WORTH, TX",United States,Non-Fatal,Substantial,CESSNA,182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Probable Cause,1982,TX,Texas,TX
20020917X01960,Accident,DEN82DTI09,1982-01-03,"GREENOUGH, MT",United States,Non-Fatal,Substantial,AIR TRACTOR,AT-301,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,MT,Montana,MT
20020917X02618,Accident,SEA82FA015,1982-01-04,"PLEASANT HILL, OR",United States,Fatal(4),Destroyed,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Probable Cause,1982,OR,Oregon,OR
20020917X02254,Accident,LAX82FA038,1982-01-04,"NEAR LAS VEGAS, NV",United States,Fatal(2),Destroyed,PIPER,PA-34-200T,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,1982,NV,Nevada,NV
20020917X01880,Accident,CHI82FA019,1982-01-04,"FORT WAYNE, IN",United States,Fatal(2),Destroyed,CESSNA,T337G,No,2.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,Probable Cause,1982,IN,Indiana,IN
20020917X01991,Accident,FTW82DA035,1982-01-04,"ESTANCIA, NM",United States,Non-Fatal,Substantial,PIPER,PA-28R-200,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Probable Cause,1982,NM,New Mexico,NM
20020917X02410,Accident,MIA82FKA05,1982-01-04,SAINT CROIX,United States,Fatal(1),Destroyed,CESSNA,206,No,1.0,Reciprocating,Business,1.0,0.0,1.0,0.0,VMC,Probable Cause,1982,CA,California,CA
20020917X02304,Accident,LAX82FUM06,1982-01-05,"RAMONA, CA",United States,Fatal(3),Destroyed,NAVION,A,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Probable Cause,1982,CA,California,CA
20020917X02253,Accident,LAX82FA036,1982-01-05,"BLACK CANYON CI, AZ",United States,Fatal(1),Destroyed,PIPER,PA-22,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1982,AZ,Arizona,AZ
20020917X01906,Accident,DCA82AA009,1982-01-05,"ITHACA, NY",United States,Fatal(2),Destroyed,PIPER,PA-31,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,1982,NY,New York,NY
20020917X01764,Incident,ATL82IA029,1982-01-05,"PENSACOLA, FL",United States,Incident,Minor,ROCKWELL,114,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,FL,Florida,FL
20020917X01993,Accident,FTW82DA037,1982-01-05,"LONOKE, AR",United States,Non-Fatal,Substantial,PIPER,PA-24-250,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,Probable Cause,1982,AR,Arkansas,AR
20020917X01658,Accident,ATL82DA028,1982-01-05,"GASTONIA, NC",United States,Non-Fatal,Substantial,PIPER,PA-28R-200,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,NC,North Carolina,NC
20020917X02156,Accident,LAX82DA037,1982-01-05,"SPRINGERVILLE, AZ",United States,Non-Fatal,Substantial,CESSNA,TR182,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,AZ,Arizona,AZ
20020917X01651,Accident,ANC82FA012,1982-01-05,"BETHEL, AK",United States,Non-Fatal,Substantial,CESSNA,A185F,No,1.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,Probable Cause,1982,AK,Alaska,AK
20020917X02423,Accident,MKC82DA016,1982-01-06,"ROLLA, MO",United States,Non-Fatal,Substantial,CESSNA,340,Yes,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Probable Cause,1982,MO,Missouri,MO
20020917X02157,Accident,LAX82DA039,1982-01-06,"MAMMOTH LAKES, CA",United States,Non-Fatal,Substantial,AEROSPATIALE,SA-316B,No,1.0,Turbo Shaft,Business,0.0,0.0,0.0,6.0,VMC,Probable Cause,1982,CA,California,CA
20020917X01913,Accident,DEN82DA015,1982-01-06,"JACKSON, WY",United States,Non-Fatal,Substantial,BEECH,35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1982,WY,Wyoming,WY
20020917X01777,Accident,CHI82DA021,1982-01-06,"PAXTON, IL",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,IL,Illinois,IL
20020917X01757,Accident,ATL82FLG08,1982-01-06,"HILTON HEAD, SC",United States,Non-Fatal,Substantial,MOONEY,M-20J,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,SC,South Carolina,SC
20020917X02242,Accident,LAX82DVA10,1982-01-06,"NEAR BAKERSFIEL, CA",United States,Non-Fatal,Substantial,BOEING,A75,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,1.0,IMC,Probable Cause,1982,CA,California,CA
20020917X01964,Accident,DEN82FA016,1982-01-07,"HELENA, MT",United States,Fatal(2),Destroyed,CESSNA,210,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,1982,MT,Montana,MT
20020917X01659,Accident,ATL82DA031,1982-01-07,"WESTMINISTER, MD",United States,Non-Fatal,Substantial,BEECH,V35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,MD,Maryland,MD
20020917X02141,Accident,FTW82FRG20,1982-01-07,"LAREDO, TX",United States,Non-Fatal,Substantial,CURTIS,C46,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,1982,TX,Texas,TX
20020917X02414,Accident,MIA82FLD14,1982-01-08,"ODESSA, FL",United States,Fatal(1),Destroyed,CESSNA,172M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1982,FL,Florida,FL
20020917X01881,Accident,CHI82FA024,1982-01-08,"NEW PHILADELPHI, OH",United States,Fatal(1),Destroyed,PIPER,PA-28-140,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Probable Cause,1982,OH,Ohio,OH
20020917X02574,Accident,SEA82DA016,1982-01-08,"PULLMAN, WA",United States,Non-Fatal,Substantial,CESSNA,TU206G,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,WA,Washington,WA
20020917X02484,Accident,NYC82DA019,1982-01-08,"CUTCHOGUE, NY",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,NY,New York,NY
20020917X02431,Accident,MKC82DA026,1982-01-08,"LIBERTY, MO",United States,Non-Fatal,Substantial,PIPER,PA-24-250,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,MO,Missouri,MO
20020917X01779,Accident,CHI82DA023,1982-01-08,"PEORIA, IL",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,IL,Illinois,IL
20020917X01778,Accident,CHI82DA022,1982-01-08,"SANDUSKY, OH",United States,Non-Fatal,Substantial,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,OH,Ohio,OH
20020917X01717,Accident,ATL82DLG09,1982-01-08,"GRANTITEVILLE, SC",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,SC,South Carolina,SC
20020917X02247,Accident,LAX82DVG13,1982-01-09,"CALISTOGA, CA",United States,Non-Fatal,Substantial,SCHLEICHER,ASW 20,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,CA,California,CA
20020917X02246,Accident,LAX82DVG12,1982-01-09,"NAPA, CA",United States,Non-Fatal,Substantial,CESSNA,P210N,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Probable Cause,1982,CA,California,CA
20020917X01995,Accident,FTW82DA039,1982-01-09,"FRUIT VALE, TX",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,TX,Texas,TX
20020917X01994,Accident,FTW82DA038,1982-01-09,"TOMBALL, TX",United States,Non-Fatal,Substantial,PIPER,PA-34,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1982,TX,Texas,TX
20020917X02283,Accident,LAX82FJA03,1982-01-09,"MOKULEIA, HI",United States,Non-Fatal,Substantial,CESSNA,305 (L-19),No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,HI,Hawaii,HI
20020917X01981,Accident,DEN82FTE15,1982-01-09,"STEAMBOAT SPRIN, CO",United States,Non-Fatal,Substantial,CESSNA,182A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,CO,Colorado,CO
20020917X02341,Accident,MIA82DA032,1982-01-10,"OKEECHOBEE, FL",United States,Non-Fatal,Destroyed,PIPER,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,UNK,Probable Cause,1982,FL,Florida,FL
20020917X02158,Accident,LAX82DA041,1982-01-10,"BULLHEAD CITY, AZ",United States,Non-Fatal,Destroyed,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,1982,AZ,Arizona,AZ
20020917X01882,Accident,CHI82FA025,1982-01-10,"WHEELING, IL",United States,Non-Fatal,Destroyed,PIPER,23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,Probable Cause,1982,IL,Illinois,IL
20020917X01719,Accident,ATL82FA032,1982-01-10,"HENDERSON, NC",United States,Fatal(1),Destroyed,MOONEY,M20G,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Probable Cause,1982,NC,North Carolina,NC
20020917X02305,Accident,LAX82FUQ07,1982-01-10,"MOJAVE, CA",United States,Non-Fatal,Substantial,CESSNA,TU206F,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Probable Cause,1982,CA,California,CA
20020917X02289,Accident,LAX82FUG05,1982-01-10,"UPLAND, CA",United States,Non-Fatal,Substantial,QUICKIE,1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,CA,California,CA
20020917X01623,Accident,ANC82DA013,1982-01-10,"QUINHAGAK, AK",United States,Non-Fatal,Substantial,CESSNA,U206,No,1.0,Reciprocating,Unknown,0.0,0.0,3.0,0.0,VMC,Probable Cause,1982,AK,Alaska,AK
20020917X01985,Accident,DEN82FTI10,1982-01-11,"NEAR BOZEMAN, MT",United States,Non-Fatal,Destroyed,PIPER,PA-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Probable Cause,1982,MT,Montana,MT
20020917X01965,Accident,DEN82FA017,1982-01-11,"RIVERTON, WY",United States,Fatal(4),Destroyed,CESSNA,210N,No,1.0,Reciprocating,Personal,4.0,1.0,1.0,0.0,IMC,Probable Cause,1982,WY,Wyoming,WY
20020917X01982,Accident,DEN82FTE16,1982-01-11,"SAQUACHE, CO",United States,Non-Fatal,Substantial,CESSNA,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,CO,Colorado,CO
20020917X01715,Accident,ATL82DKJ09,1982-01-11,"AUBURN, AL",United States,Non-Fatal,Substantial,CESSNA,310L,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,AL,Alabama,AL
20020917X01897,Incident,CHI82IA026,1982-01-12,"CHICAGO, IL",United States,Incident,Substantial,LOCKHEED,L-1011,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,149.0,UNK,Probable Cause,1982,IL,Illinois,IL
20020917X01765,Incident,ATL82IA034,1982-01-12,"CLARKSBURG, WV",United States,Incident,Minor,EMBRAER,EMB-110P1,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,WV,West Virginia,WV
20020917X01750,Accident,ATL82FKQ09,1982-01-12,"ABERDEEN, MS",United States,Non-Fatal,Destroyed,CESSNA,414,No,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,UNK,Probable Cause,1982,MS,Mississippi,MS
20020917X02111,Accident,FTW82FPA10,1982-01-12,"ADDISON, TX",United States,Non-Fatal,Substantial,BEECH,P35,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,IMC,Probable Cause,1982,TX,Texas,TX
20020917X02342,Accident,MIA82DA033,1982-01-13,"MONTICELLO, FL",United States,Non-Fatal,Destroyed,GRUMMAN,AA5B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,FL,Florida,FL
20020917X01907,Accident,DCA82AA011,1982-01-13,"WASHINGTON, DC",United States,Fatal(78),Destroyed,BOEING,737-222,No,2.0,Turbo Fan,Unknown,78.0,6.0,3.0,0.0,IMC,Probable Cause,1982,DC,Washington_DC,DC
20020917X02120,Accident,FTW82FPJ11,1982-01-13,"WATONGA, OK",United States,Non-Fatal,Substantial,PIPER,PA-28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1982,OK,Oklahoma,OK
20020917X01996,Accident,FTW82DA040,1982-01-13,"HOBBS, NM",United States,Non-Fatal,Substantial,BEECH,A23-24,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,1982,NM,New Mexico,NM
20020917X02575,Accident,SEA82DA017,1982-01-13,"SPOKANE, WA",United States,Non-Fatal,Substantial,PIPER,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Probable Cause,1982,WA,Washington,WA
20020917X01966,Accident,DEN82FA018,1982-01-15,"28 MI ENE OGDEN, UT",United States,Fatal(3),Destroyed,CESSNA,T210N,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Probable Cause,1982,UT,Utah,UT
20020917X02486,Accident,NYC82DA022,1982-01-15,"BUTLER, PA",United States,Non-Fatal,Substantial,CESSNA,310,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,2.0,VMC,Probable Cause,1982,PA,Pennsylvania,PA
20020917X02395,Accident,MIA82DKJ03,1982-01-15,"MALONE, FL",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,FL,Florida,FL
20020917X02577,Accident,SEA82DA019,1982-01-15,"S.E. OF MALTA, ID",United States,Non-Fatal,Substantial,HUGHES,269C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,ID,Idaho,ID
20020917X02576,Accident,SEA82DA018,1982-01-15,"SPOKANE, WA",United States,Non-Fatal,Substantial,CESSNA,140,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,WA,Washington,WA
20020917X02538,Accident,NYC82FA021,1982-01-15,"JAMAICA, NY",United States,Non-Fatal,Substantial,SWEARINGEN,SA 226-TC,No,2.0,Turbo Prop,Unknown,0.0,1.0,2.0,12.0,VMC,Probable Cause,1982,NY,New York,NY
20020917X01780,Accident,CHI82DA027,1982-01-15,"ANOKA, MN",United States,Non-Fatal,Substantial,BEECH,C-45H,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,MN,Minnesota,MN
20020917X01625,Accident,ANC82DA015,1982-01-15,"NEAR NUIQSUT, AK",United States,Non-Fatal,Substantial,DE HAVILLAND,DHC-2-MK3,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,Probable Cause,1982,AK,Alaska,AK
20020917X02096,Accident,FTW82FA041,1982-01-16,"HOUMA, LA",United States,Fatal(1),Destroyed,BELL HELICOPTER,206L-1,No,1.0,Turbo Shaft,Unknown,1.0,2.0,0.0,0.0,IMC,Probable Cause,1982,LA,Louisiana,LA
20020917X02487,Accident,NYC82DA023,1982-01-16,"SWANTON, VT",United States,Non-Fatal,Substantial,CESSNA,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,VT,Vermont,VT
20020917X02321,Accident,LAX82FVG14,1982-01-17,"DAVIS, CA",United States,Fatal(1),Destroyed,CESSNA,150M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1982,CA,California,CA
20020917X02306,Accident,LAX82FUQ08,1982-01-17,"MOJAVE, CA",United States,Fatal(1),Destroyed,BEDE AIRCRAFT,BD-5B,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,1982,CA,California,CA
20020917X02294,Accident,LAX82FUJ24,1982-01-17,"SUNFLOWER, AZ",United States,Non-Fatal,Destroyed,CESSNA,182P,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Probable Cause,1982,AZ,Arizona,AZ
20020917X02159,Accident,LAX82DA042,1982-01-17,"HONOLULU, HI",United States,Non-Fatal,Destroyed,CONVAIR,440,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,1.0,VMC,Probable Cause,1982,HI,Hawaii,HI
20020917X02142,Accident,FTW82FRG21,1982-01-17,"PORT MANSFIELD, TX",United States,Fatal(1),Destroyed,PIPER,PA-31,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,1982,TX,Texas,TX
20020917X01967,Accident,DEN82FA020,1982-01-17,"DELTA, UT",United States,Non-Fatal,Destroyed,PIPER,PA-31T,No,2.0,Turbo Prop,Personal,0.0,0.0,3.0,0.0,VMC,Probable Cause,1982,UT,Utah,UT
20020917X01721,Accident,ATL82FA035,1982-01-17,"PICAYUNE, MS",United States,Fatal(2),Destroyed,BEECH,F50,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,1982,MS,Mississippi,MS
20020917X01624,Accident,ANC82DA014,1982-01-17,"ANCHORAGE, AK",United States,Non-Fatal,Destroyed,CESSNA,150,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Probable Cause,1982,AK,Alaska,AK
20020917X01914,Accident,DEN82DA019,1982-01-17,"CEDAR CITY, UT",United States,Non-Fatal,Substantial,CESSNA,180E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1982,UT,Utah,UT
20020917X01645,Accident,ANC82DAG15,1982-01-17,"TULUKSAK, AK",United States,Non-Fatal,Substantial,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,AK,Alaska,AK
20020917X01660,Accident,ATL82DA036,1982-01-17,"CENTERVILLE, AL",United States,Non-Fatal,Substantial,BELL,206B,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,1982,AL,Alabama,AL
20020917X02624,Accident,SEA82FYM08,1982-01-18,"ORCHARDS, WA",United States,Non-Fatal,Destroyed,BEECH,C23,No,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC,Probable Cause,1982,WA,Washington,WA
20020917X02257,Accident,LAX82FA047,1982-01-18,"DOWNIEVILLE, CA",United States,Fatal(1),Destroyed,CESSNA,172M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1982,CA,California,CA
20020917X01723,Accident,ATL82FA039,1982-01-18,"BLAIRSVILLE, GA",United States,Fatal(3),Destroyed,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Probable Cause,1982,GA,Georgia,GA
